	NAME	1 731	2 731	1 735	2 735	1 1835	2 1835	1 1839	2 1839	1 1845	2 1845
YAL058W	YAL058W CNE1 Calnexin; integral membrane ER chaperone involved in folding and quality control of glycoproteins; chaperone activity is inhibited by Mpd1p, with which Cne1p interacts; 24% identical to mammalian calnexin; Ca+ binding not yet shown in yeast	4.64299277520404	4.73344487308866	4.75178876897708	4.67891218533068	4.49304882300707	4.52021222713741	4.52414543991949	4.79708990432808	4.55513578221069	4.53320983656933
YAL056W	YAL056W GPB2 Multistep regulator of cAMP-PKA signaling; inhibits PKA downstream of Gpa2p and Cyr1p, thereby increasing cAMP dependency; inhibits Ras activity through direct interactions with Ira1p/2p; regulated by G-alpha protein Gpa2p; GPB2 has a paralog, GPB1, that arose from the whole genome duplication	4.13413325356867	4.25220888413301	4.40719348327453	4.51820571391774	4.99658372438438	5.04690707267939	5.25698314846302	5.15528154320221	4.40353238264294	4.37338071286253
YAL055W	YAL055W PEX22 Putative peroxisomal membrane protein; required for import of peroxisomal proteins; functionally complements a Pichia pastoris pex22 mutation	1.36059304450331	1.58435337506351	1.97084547775028	2.08156596015369	1.99347781351656	1.19828413225005	2.18493935360029	1.89019930871956	1.52238719987098	2.1163700946565
YAL054C	YAL054C ACS1 Acetyl-coA synthetase isoform; along with Acs2p, acetyl-coA synthetase isoform is the nuclear source of acetyl-coA for histone acetylation; expressed during growth on nonfermentable carbon sources and under aerobic conditions	2.36059304450331	2.18474591635427	3.00479280967361	3.27886740052731	2.91685653191364	2.82764075232966	3.15862807648444	3.14501320774838	2.62192287342189	2.83006590949986
YAL053W	YAL053W FLC2 Putative calcium channel involved in calcium release under hypotonic stress; required for uptake of FAD into endoplasmic reticulum; involved in cell wall maintenance; FLC2 has a paralog, YOR365C, that arose from the whole genome duplication	6.97530288861852	7.18953415520332	7.41352573209825	7.39975811413361	6.78205552854353	7.05315251551029	7.43606524215786	7.48469357161336	7.24362592095807	7.08814354184988
YAL051W	YAL051W OAF1 Oleate-activated transcription factor; subunit of a heterodimeric complex with Pip2p, which binds to oleate-response elements (ORE) in the promoter of genes involved in beta-oxidation of fatty acids, peroxisome organization and biogenesis, activating transcription in the presence of oleate; regulates chromatin silencing at telomeres; involved in diauxic shift; OAF1 has a paralog, PIP2, that arose from the whole genome duplication	5.72289232237791	5.68814878743581	5.70437198794971	5.72542214992841	6.11420727749534	5.91938332095723	5.90001234191765	5.87371118593099	5.38947678742152	5.65242299489671
YAL049C	YAL049C AIM2 Cytoplasmic protein involved in mitochondrial function or organization; null mutant displays reduced frequency of mitochondrial genome loss; potential Hsp82p interactor	5.63495545613862	5.54902030195123	5.78146811364179	5.70336522905522	5.67659343373851	5.72966559276636	5.69559629559276	5.64022105571121	5.6011643132551	5.23738549561787
YAL048C	YAL048C GEM1 Outer mitochondrial membrane GTPase, subunit of the ERMES complex; potential regulatory subunit of the ERMES complex that links the ER to mitochondria and may promote inter-organellar calcium and phospholipid exchange as well as coordinating mitochondrial DNA replication and growth; cells lacking Gem1p contain collapsed, globular, or grape-like mitochondria; ortholog of metazoan Miro GTPases	4.31101101565275	4.31665759185985	4.44477666608269	4.56788087294193	4.38342433183257	4.38810869113007	4.48938002175881	4.48605012558345	4.57656234002202	4.74397693278615
YAL047C	YAL047C SPC72 Gamma-tubulin small complex (gamma-TuSC) receptor; recruits the gamma-TuSC complex to the cytoplasmic side of the SPB, connecting nuclear microtubules to the SPB; involved in astral microtubule formation, stabilization, and with Stu2p, anchoring astral MTs at the cytoplasmic face of the SPB, and regulating plus-end MT dynamics; regulated by Cdc5 kinase	3.92592673847554	4.08136817650896	4.16349055569267	4.44275348548828	4.56176157309108	4.4509495647003	4.03871861274925	3.93856233028096	3.68246441535694	4.1660008623811
YAL046C	YAL046C BOL3 Protein involved in Fe-S cluster transfer to mitochondrial clients; protects [4Fe-4S] clusters from damage due to oxidative stress by acting along with Nfu1p at a late step in the transfer of [4Fe-4S] clusters from the ISA complex to mitochondrial client proteins like lipoate synthase and succinate dehydrogenase; sequence similarity to human BOLA family member, BOLA3, mutations of which are associated with Multiple Mitochondria Dysfunctions Syndrome (MMDS2)	4.15676422806824	3.83961043030558	3.30644850953471	3.53646792031047	3.87696380479013	4.31722520497356	4.33346187831038	4.58051480958694	3.91890461117902	4.06497094214986
YAL044C	YAL044C GCV3 H subunit of the mitochondrial glycine decarboxylase complex; glycine decarboxylase is required for the catabolism of glycine to 5,10-methylene-THF; also required for all protein lipoylation; expression is regulated by levels of 5,10-methylene-THF	5.96812330212974	5.72291420559649	4.99638056985741	5.28157668778529	5.07801132372822	5.01846309466524	6.89470831005773	6.88300893051308	6.19999898855781	6.42671021526865
YAL043C	YAL043C PTA1 Subunit of holo-CPF; holo-CPF is a multiprotein complex and functional homolog of mammalian CPSF, required for the cleavage and polyadenylation of mRNA and snoRNA 3' ends; involved in pre-tRNA processing; binds to the phosphorylated CTD of RNAPII	6.81913821454689	6.79254839343354	6.8319816300477	6.74812668006197	6.62233183995203	6.82125107704056	6.68718405577656	6.65717988287105	6.94865195457308	6.95431333654753
YAL042W	YAL042W ERV46 Protein localized to COPII-coated vesicles; forms a complex with Erv41p; involved in the membrane fusion stage of transport	7.28813079095459	7.49897961945163	7.05223380459093	7.05013345231703	7.32717296474141	7.59435368988992	7.24869177483163	7.33314280456829	7.71462968396651	7.49418794774015
YAL041W	YAL041W CDC24 Guanine nucleotide exchange factor (GEF) for Cdc42p; required for polarity establishment and maintenance, and mutants have morphological defects in bud formation and shmooing; relocalizes from nucleus to cytoplasm upon DNA replication stress; thermosensitivity of the cdc24-4 mutant in the presence of sorbitol is functionally complemented by human CDC42	6.93904223826579	7.01494081476999	6.79041634951752	6.76951473411158	6.74190203108677	6.87335905263549	6.56311667143232	6.61191994694783	6.82504943523261	6.82676328682702
YAL040C	YAL040C CLN3 G1 cyclin involved in cell cycle progression; activates Cdc28p kinase to promote G1 to S phase transition; plays a role in regulating transcription of other G1 cyclins, CLN1 and CLN2; regulated by phosphorylation and proteolysis; acetyl-CoA induces CLN3 transcription in response to nutrient repletion to promote cell-cycle entry; cell cycle arrest phenotype of the cln1 cln2 cln3 triple null mutant is complemented by any of human cyclins CCNA2, CCNB1, CCNC, CCND1, or CCNE1	6.9625143723843	6.85777300809086	7.03727641759752	6.92748853847078	6.83940039183365	7.18696881902222	7.6573488262358	7.72997570846954	6.87490361459176	6.56922905937031
YAL039C	YAL039C CYC3 Cytochrome c heme lyase (holocytochrome c synthase); attaches heme to apo-cytochrome c (Cyc1p or Cyc7p) in mitochondrial intermembrane space; human homolog HCCS implicated in microphthalmia with linear skin defects (MLS), and can complement yeast null mutant	4.86881610194076	4.89694360537154	5.14838366330246	4.96505195142726	4.44383584852839	4.66180850552123	5.8583867962457	6.12251120925353	4.41150309375152	4.57054598784231
YAL038W	YAL038W CDC19 Pyruvate kinase; functions as a homotetramer in glycolysis to convert phosphoenolpyruvate to pyruvate, the input for aerobic (TCA cycle) or anaerobic (glucose fermentation) respiration; regulated via allosteric activation by fructose bisphosphate; CDC19 has a paralog, PYK2, that arose from the whole genome duplication	11.7740494453346	11.6501386437275	11.8424085201894	11.8404783604226	11.2619593162716	11.3857135348018	11.1375578174836	11.1013686200787	11.4824186926361	11.5554945187072
YAL037C-A		-0.263897820404481	-1.047914840436	-0.547002827112343	0.808547465747272	-2.86450318161102	-1.47978777286259	-1.02017507630432	-3.56923230991774	-1.77039454935687	-2.52748609511822
YAL037W		0.794995868649087	1.15371902073365	1.548154405928	1.64984971972821	1.62734991471866	1.407737497879	0.897362763503705	1.07462387985698	1.76565835088334	1.22740140704525
YAL036C	YAL036C RBG1 Member of the DRG family of GTP-binding proteins; associates with translating ribosomes; interacts with Tma46p, Ygr250cp, Gir2p and Yap1p via two-hybrid	7.36788553706967	7.25769094914943	7.58789015817521	7.43242895576073	7.02424006728724	6.93214685192859	6.89537238143465	6.87681709679881	7.31335068803764	7.15638577350438
YAL035W	YAL035W FUN12 Translation initiation factor eIF5B; GTPase that promotes Met-tRNAiMet binding to ribosomes and ribosomal subunit joining; promotes GTP-dependent maturation of 18S rRNA by Nob1p; protein abundance increases in response to DNA replication stress; homolog of bacterial IF2	9.15096355789009	9.01359136649941	9.27390136280562	9.02650516361139	8.91234105079115	8.70012131715235	8.77207295336307	8.7611244070402	8.99894743757723	9.17857817221675
YAL034W-A	YAL034W-A MTW1 Essential component of the MIND kinetochore complex; joins kinetochore subunits contacting DNA to those contacting microtubules; critical to kinetochore assembly; complex consists of Mtw1p Including Nnf1p-Nsl1p-Dsn1p (MIND)	2.73610217959552	2.08958868331393	2.29734630242746	2.71543806135579	3.325321377269	2.65771575088735	2.84332292379082	3.08897917283405	2.71503227781337	2.58103836165995
YAL034C	YAL034C FUN19 Non-essential protein of unknown function; expression induced in response to heat stress; FUN19 has a paralog, YOR338W, that arose from the whole genome duplication	3.91932400365129	4.28836854742843	3.8073467454674	3.99837202462729	4.00586153797239	3.95317163441352	4.06256535470361	3.72538843897389	3.56588883850756	3.51690802424023
YAL033W	YAL033W POP5 Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs	4.43654189773661	4.45033602709182	4.20788467505113	4.50898718388836	4.07213475739155	4.35310224130215	4.23616467695546	4.34963092735685	3.94110035729322	4.04994273291753
YAL032C	YAL032C PRP45 Protein required for pre-mRNA splicing; associates with the spliceosome and interacts with splicing factors Prp22p and Prp46p; orthologous to human transcriptional coactivator SKIP and can activate transcription of a reporter gene	4.34096423775438	4.70161942723326	4.44889277455492	4.21226965179828	4.53637625467117	4.47905490238065	4.32559976053741	3.85703244478436	4.01620181253394	4.24069822965871
YAL031C	YAL031C GIP4 Cytoplasmic protein that regulates protein phosphatase 1 Glc7p; protein overexpression relocalizes Glc7p from the nucleus and prevents chromosome segregation; potential Cdc28p substrate	4.68252113939067	4.54902030195123	4.44064878046001	4.69526017941816	4.61527708241808	4.86006223002204	4.95455816508525	4.69286253545244	4.37120172902695	4.39732640848756
YAL030W	YAL030W SNC1 Vesicle membrane receptor protein (v-SNARE); involved in the fusion between Golgi-derived secretory vesicles with the plasma membrane; proposed to be involved in endocytosis; member of the synaptobrevin/VAMP family of R-type v-SNARE proteins; SNC1 has a paralog, SNC2, that arose from the whole genome duplication	3.48205655698898	3.76970841707543	3.41141806913626	3.32161704798664	3.64329145858768	3.76052655647112	4.18927828932463	4.28874868520983	3.62877654446295	3.77629465305888
YAL029C	YAL029C MYO4 Type V myosin motor involved in actin-based transport of cargos; required for mRNA transport, including ASH1 mRNA, and facilitating the growth and movement of ER tubules into the growing bud along with She3p; MYO4 has a paralog, MYO2, that arose from the whole genome duplication	8.06253166671782	7.97611666108075	8.04239296761425	7.92748853847078	7.87569920715688	7.81666963450866	7.66359934255359	7.64326407527621	8.07728923835998	8.0203724109402
YAL028W	YAL028W FRT2 Tail-anchored ER membrane protein of unknown function; interacts with homolog Frt1p; promotes growth in conditions of high Na+, alkaline pH, or cell wall stress, possibly via a role in posttranslational translocation; potential Cdc28p substrate; FRT2 has a paralog, FRT1, that arose from the whole genome duplication	0.906027181037831	1.952085159564	2.36860498559728	1.71543806135579	2.69008567006662	2.9397511186512	2.23616467695546	2.04547753419747	1.86187366614265	1.17295362302287
YAL027W	YAL027W SAW1 5'- and 3'-flap DNA binding protein; recruits Rad1p-Rad10p to single-strand annealing intermediates with 3' non-homologous tails for removal during double-strand break repair; complexes with Rad1p-Rad10p and stimulates its endonuclease activity; green fluorescent protein (GFP)-fusion protein localizes to the nucleus	2.43654189773661	2.41151677820129	2.48541865058003	3.13047556063463	2.54488775452669	2.69013722857972	2.95964704175805	2.65958638057814	2.07760235719808	2.40325124244466
YAL026C	YAL026C DRS2 Trans-golgi network aminophospholipid translocase (flippase); maintains membrane lipid asymmetry in post-Golgi secretory vesicles; contributes to clathrin-coated vesicle formation, endocytosis, protein trafficking between the Golgi and endosomal system and the cellular response to mating pheromone; autoinhibited by its C-terminal tail; localizes to the trans-Golgi network; mutations in human homolog ATP8B1 result in liver disease	7.19758162688168	7.256778717035	7.04613360505451	7.10469892570121	7.01354773111752	7.11863698766513	7.10509487813402	7.05830157455505	7.32077634067103	7.34056475862694
YAL025C	YAL025C MAK16 Essential nuclear protein; constituent of 66S pre-ribosomal particles; required for maturation of 25S and 5.8S rRNAs; required for maintenance of M1 satellite double-stranded RNA of the L-A virus	6.59615452474279	6.47878000510597	6.9360800595896	6.4084603079344	6.86681584941405	6.32498860509324	6.22775243713926	6.05281950953864	6.32236259156298	6.26041646427321
YAL024C	YAL024C LTE1 Protein similar to GDP/GTP exchange factors; without detectable GEF activity; required for asymmetric localization of Bfa1p at daughter-directed spindle pole bodies and for mitotic exit at low temperatures	6.3581539990519	6.31490568509826	6.11380343159232	6.2390000174128	6.54276458263372	6.46857945872209	5.83087986115758	5.84227867809433	6.14846868791773	6.12714993340975
YAL023C	YAL023C PMT2 Protein O-mannosyltransferase of the ER membrane; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; involved in ER quality control; acts in a complex with Pmt1p, can instead interact with Pmt5p; antifungal drug target; PMT2 has a paralog, PMT3, that arose from the whole genome duplication	9.65757124012693	9.81239621448348	9.46485972491763	9.54846868222021	8.98098686933336	9.22480757476982	9.0609384494669	8.94819103147873	9.78476973078318	9.57219045974142
YAL022C	YAL022C FUN26 High affinity, broad selectivity, nucleoside/nucleobase transporter; vacuolar membrane localized transporter which may regulate the balance of nicotinamide riboside (NmR) levels between the cytosol and vacuole, contributing to salvage of NmR for use in cytosolic NAD+ synthesis; equilibrative nucleoside transporter (ENT) family member	5.35571082312357	5.66907605396894	5.69573823961591	5.77240687348487	5.45742491327635	5.69013722857972	5.73767788433571	5.72538843897389	6.06628704397025	5.82345308642821
YAL021C	YAL021C CCR4 Component of the CCR4-NOT transcriptional complex; CCR4-NOT is involved in regulation of gene expression; component of the major cytoplasmic deadenylase, which is involved in mRNA poly(A) tail shortening	7.43654189773661	7.46383781333138	7.340079287416	7.28428089671367	7.29914649440481	7.43370006785258	7.13408046887211	7.03253847848997	7.4689653009206	7.33515126244057
YAL020C	YAL020C ATS1 Protein required for modification of wobble nucleosides in tRNA; acts with Elongator complex, Kti11p, and Kti12p; has a potential role in regulatory interactions between microtubules and the cell cycle; forms a stable heterodimer with Kti11p	3.91269091131884	4.19239948889771	3.99356555425036	3.99176928980304	3.77212143893263	3.94647698183951	3.72278925848333	3.77061769296688	3.90767735575577	3.42671021526865
YAL019W	YAL019W FUN30 Snf2p family member with ATP-dependent chromatin remodeling activity; has a role in silencing at the mating type locus, telomeres and centromeres; enriched at centromeres and is required for correct chromatin structure around centromeres, as well as at the boundary element of the silent HMR; recruited to DNA double-strand breaks (DSBs) where it promotes 5' strand resection of DSBs; potential Cdc28p substrate	7.22795527592519	7.21323983217957	7.53369359283246	7.40038144317371	7.25573469573094	7.16262500004247	7.0819464466433	7.03809800383187	6.84063024795049	7.30065038907589
YAL017W	YAL017W PSK1 PAS domain-containing serine/threonine protein kinase; coordinately regulates protein synthesis and carbohydrate metabolism and storage in response to a unknown metabolite that reflects nutritional status; PSK1 has a paralog, PSK2, that arose from the whole genome duplication	5.80398465187634	5.94076984633616	5.58975531039477	5.69322678226563	5.80083273557416	5.96977360175065	6.58303912897306	6.36740562908483	6.076349473888	6.01554572513702
YAL016W	YAL016W TPD3 Regulatory subunit A of the heterotrimeric PP2A complex; the heterotrimeric protein phosphatase 2A (PP2A) complex also contains regulatory subunit Cdc55p and either catalytic subunit Pph21p or Pph22p; required for cell morphogenesis and transcription by RNA polymerase III	6.85936140891272	6.79632014732275	6.79284717577228	6.8038435325259	6.75937830840244	6.71496908155966	6.77712618108936	6.66558512119958	7.044668467836	6.98030854508047
YAL015C	YAL015C NTG1 DNA N-glycosylase and apurinic/apyrimidinic (AP) lyase; involved in base excision repair; acts in both nucleus and mitochondrion; creates a double-strand break at mtDNA origins that stimulates replication in response to oxidative stress; required for maintaining mitochondrial genome integrity; NTG1 has a paralog, NTG2, that arose from the whole genome duplication	3.79499586864909	3.56089440223952	4.18339011313038	4.38345630180451	4.63534270547219	4.46037897762023	4.27342429552455	4.17896053967172	4.43123931181278	4.33049490000935
YAL014C	YAL014C SYN8 Endosomal SNARE related to mammalian syntaxin 8	4.92262914837496	5.02247448745539	5.15343689102875	5.22076444596374	4.96838683255373	5.15828606431813	4.94175688286216	4.91054795411136	4.97645563374118	4.96035393870483
YAL013W	YAL013W DEP1 Component of the Rpd3L histone deacetylase complex; required for diauxic shift-induced histone H2B deposition onto rDNA genes; transcriptional modulator involved in regulation of structural phospholipid biosynthesis genes and metabolically unrelated genes, as well as maintenance of telomeres, mating efficiency, and sporulation	4.99662972981874	4.88282249712688	4.8264555684151	4.79723215251944	5.07507603270368	5.2206519452785	4.87867820023878	4.82308511286102	4.85312119213368	4.72990174757443
YAL012W	YAL012W CYS3 Cystathionine gamma-lyase; catalyzes one of the two reactions involved in the transsulfuration pathway that yields cysteine from homocysteine with the intermediary formation of cystathionine; protein abundance increases in response to DNA replication stress	9.6416145436997	9.84902297474631	9.66267206558666	9.67505367797347	9.25313991977808	9.55556120689286	9.24934125714615	9.35947110927562	9.78131371226382	9.68546618991864
YAL011W	YAL011W SWC3 Protein of unknown function; component of the SWR1 complex, which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A; required for formation of nuclear-associated array of smooth endoplasmic reticulum known as karmellae	4.39431366234731	4.3850445668401	4.61561737370674	4.59862439637304	4.94606845313013	4.63291235988677	4.52070635595272	4.40804761358218	4.29138164822982	4.68683302568255
YAL010C	YAL010C MDM10 Subunit of both the ERMES and the SAM complex; component of ERMES complex which acts as a molecular tether between the mitochondria and the ER, necessary for efficient phospholipid exchange between organelles and for mitophagy; SAM/TOB complex component that functions in the assembly of outer membrane beta-barrel proteins; involved in mitochondrial inheritance and morphology; ERMES complex is often co-localized with peroxisomes and concentrated areas of pyruvate dehydrogenase	3.79499586864909	4.00519649602356	3.91242879152495	4.02448486494642	4.14672407381224	4.37320981475073	4.14529027694729	4.06012431016187	4.0057094387163	3.94824733584818
YAL009W	YAL009W SPO7 Putative regulatory subunit of Nem1p-Spo7p phosphatase holoenzyme; regulates nuclear growth by controlling phospholipid biosynthesis, required for normal nuclear envelope morphology, premeiotic replication, and sporulation	3.91269091131884	4.18474591635427	3.97655912894467	4.22358496502612	4.15230510607554	4.18696881902222	4.11368067043047	3.9464675283663	3.87346164041786	3.98821374316582
YAL008W	YAL008W FUN14 Integral mitochondrial outer membrane (MOM) protein; dosage suppressor of an MDM10 null that reduces ERMES-related phenotypes, such as alterations in mitochondrial morphology, protein complex assembly, and lipid profile; dosage suppressor of MDM12, MDM34, and MMM1 null mutant growth defects; novel mechanism of MOM import involving Tom70p, the TOM complex, and the TIM23 complex, requiring mitochondrial membrane potential and processing by the IMP complex for correct biogenesis	2.37995836937024	2.60743698817655	2.05965474470813	2.5811369696442	2.42089903725123	2.82764075232966	3.68026464183677	3.96992650119029	2.03696037270074	2.27986882693938
YAL007C	YAL007C ERP2 Member of the p24 family involved in ER to Golgi transport; similar to Emp24p and Erv25p; role in misfolded protein quality control; forms a heterotrimeric complex with Erp1p, Emp24p, and Erv25p; localized to COPII-coated vesicles; ERP2 has a paralog, ERP4, that arose from the whole genome duplication	6.94555554522447	7.05011724252452	6.94412145129787	6.99259628612313	6.92828711269005	6.86362004943523	6.60512788828204	6.6775082885754	7.07069799533656	7.07521276989974
YAL005C	YAL005C SSA1 ATPase involved in protein folding and NLS-directed nuclear transport; member of HSP70 family; required for ubiquitin-dependent degradation of short-lived proteins; forms chaperone complex with Ydj1p; localized to nucleus, cytoplasm, cell wall; 98% identical to paralog Ssa2p with different functional specificity in propagation of yeast [URE3] prions, vacuolar-mediated degradations of gluconeogenesis enzymes; general targeting factor of Hsp104p to prion fibrils	10.3386464066326	10.4187734509274	11.3064839526685	11.4479258618655	10.2446745217443	10.262016252447	10.1539183621347	10.0429450759633	10.3900441695158	10.1814899852855
YAL003W	YAL003W EFB1 Translation elongation factor 1 beta; stimulates nucleotide exchange to regenerate EF-1 alpha-GTP for the next elongation cycle; part of the EF-1 complex, which facilitates binding of aminoacyl-tRNA to the ribosomal A site; human homolog EEF1B2 can complement yeast efb1 mutants	11.1104624719002	11.2049279616484	10.9875653460429	10.973035430596	10.8109577293853	10.7540715343338	10.5178521458291	10.5222030764059	10.9640610529018	11.0868211551501
YAL002W	YAL002W VPS8 Membrane-binding component of the CORVET complex; involved in endosomal vesicle tethering and fusion in the endosome to vacuole protein targeting pathway; interacts with Vps21p; contains RING finger motif	5.29834460381659	5.54902030195123	5.43235740682862	5.6051279162107	5.77393273237946	6.0088557669912	5.6585228626827	5.52616471287482	5.67254894649186	5.60437086549057
YAL001C	YAL001C TFC3 Subunit of RNA polymerase III transcription initiation factor complex; part of the TauB domain of TFIIIC that binds DNA at the BoxB promoter sites of tRNA and similar genes; cooperates with Tfc6p in DNA binding; largest of six subunits of the RNA polymerase III transcription initiation factor complex (TFIIIC)	5.76584952298957	5.79757521050837	5.10990951548783	5.4548061457373	5.97470060648593	5.83672004624052	5.69712053772175	5.56519401030319	5.77341062660753	6.00778928150258
YAR002W	YAR002W NUP60 FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier and is involved in gene tethering at the nuclear periphery; relocalizes to the cytosol in response to hypoxia; both NUP1 and NUP60 are homologous to human NUP153	6.31981179700659	6.12000502511593	6.40930732254045	6.28157668778529	6.24923898443817	6.16695092544526	5.95710484719559	5.86330959047052	6.17094655612843	6.32893943350731
YAR002C-A	YAR002C-A ERP1 Member of the p24 family involved in ER to Golgi transport; role in misfolded protein quality control; forms heterotrimeric complex with Erp2p, Emp24p, and Erv25p; localized to COPII-coated vesicles; ERP1 has a paralog, ERP6, that arose from the whole genome duplication	7.32356718751985	7.4873605361848	7.22118149766458	7.39913451566231	7.20695918094561	7.43668887157513	7.00773092026556	7.11726821726548	7.68698632971567	7.28789720069532
YAR003W	YAR003W SWD1 Subunit of the COMPASS (Set1C) complex; COMPASS methylates histone H3 on lysine 4 and is required in transcriptional silencing near telomeres; WD40 beta propeller superfamily member with similarity to mammalian Rbbp7	5.51088923919669	5.65806306124652	5.44683618826098	5.43303833065507	5.64724947215636	5.81115262954109	5.35872183071212	5.2856360733425	5.78419430232077	5.55997674613212
YAR007C	YAR007C RFA1 Subunit of heterotrimeric Replication Protein A (RPA); RPA is a highly conserved single-stranded DNA binding protein involved in DNA replication, repair, and recombination; RPA protects against inappropriate telomere recombination, and upon telomere uncapping, prevents cell proliferation by a checkpoint-independent pathway; role in DNA catenation/decatenation pathway of chromosome disentangling; relocalizes to the cytosol in response to hypoxia	6.64499512811518	6.60886752378299	6.53949532333583	6.60296333209738	6.77574175461133	6.66690817516807	6.42000198525303	6.54711165131973	6.39852823249607	6.35821027822117
YAR008W	YAR008W SEN34 Subunit of the tRNA splicing endonuclease; tRNA splicing endonuclease (Sen complex) is composed of Sen2p, Sen15p, Sen34p, and Sen54p; Sen complex also cleaves the CBP1 mRNA at the mitochondrial surface; Sen34p contains the active site for tRNA 3' splice site cleavage and has similarity to Sen2p and to Archaeal tRNA splicing endonuclease	4.32606536137504	4.32364402217596	4.44477666608269	4.12445177300686	4.35949849258709	4.33271045247098	3.91318773066539	3.9776621499699	3.79642060465403	3.96436700121145
YAR009C		2.17350749190282	2.21511956539779	2.69400527239145	2.66652846087484	3.43011756728061	3.4556719749427	3.91318773066539	3.84015862621996	1.88495727925569	1.75791612374403
YAR014C	YAR014C BUD14 Protein involved in bud-site selection; Bud14p-Glc7p complex is a cortical regulator of dynein; forms a complex with Kel1p and Kel2p that regulates Bnr1p (formin) to affect actin cable assembly, cytokinesis, and polarized growth; diploid mutants display a random budding pattern instead of the wild-type bipolar pattern; relative distribution to the nucleus increases upon DNA replication stress	6.90769600139845	6.84569006442229	6.8382713186623	6.78963900319721	6.83506927167625	6.61508165985611	6.85974847170393	6.95334922133709	7.04786805894761	6.96135825133912
YAR015W	YAR015W ADE1 N-succinyl-5-aminoimidazole-4-carboxamide ribotide synthetase; required for 'de novo' purine nucleotide biosynthesis; red pigment accumulates in mutant cells deprived of adenine; protein abundance increases in response to DNA replication stress	6.87223886758155	6.67044678570235	6.10470122448507	5.88714306924339	6.20293117914551	5.74517859213769	6.22246976905858	5.9853565417599	6.77958259341496	7.00681678733641
